Reference_Species	Species	Genus	Subfamily	Family	Order	Class	Phylum	Kingdom	Realm	
Reference_AY625898	Hollowayvirus F116	Hollowayvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KC262634	Hollowayvirus H66	Hollowayvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MF580955	Holosalinivirus M1EM1	Holosalinivirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MF580957	Holosalinivirus M8CR302	Holosalinivirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KJ094020	Homburgvirus LP26	Homburgvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_JX126920	Homburgvirus LP37	Homburgvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_JX126919	Homburgvirus LP110	Homburgvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KJ094021	Homburgvirus LP114	Homburgvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_JX442241	Homburgvirus P70	Homburgvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KU252585	Howevirus howe	Howevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN428055	Howevirus mcklovin	Howevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KT725776	Hubeivirus MY192	Hubeivirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KX227757	Hubeivirus PfEFR4	Hubeivirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH363708	Hungariovirus C1302	Hungariovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KR905068	Iaduovirus iA2	Iaduovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KF623294	Iapetusvirus EaH1	Iapetusvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN029011	Iggyvirus iggy	Iggyvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MK816297	Iggyvirus PBPA162	Iggyvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MG324353	Ikedavirus phi673	Ikedavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MG324354	Ikedavirus phi674	Ikedavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MG839019	Ilzatvirus hamlet	Ilzatvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MG839029	Ilzatvirus ilzat	Ilzatvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN062703	Ilzatvirus mcgalleon	Ilzatvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MK894437	Ilzatvirus monchoix	Ilzatvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH153811	Ilzatvirus teagan	Ilzatvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MW353175	Immutovirus immuto	Immutovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KR136259	Incheonvirus P12002L	Incheonvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KR136260	Incheonvirus P12002S	Incheonvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN585993	Indlulamithivirus indlulamithi	Indlulamithivirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_JQ823123	Inhavirus P12024L	Inhavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_JQ823122	Inhavirus P12024S	Inhavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_EU876853	Iodovirus PLPE	Iodovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_GQ357915	Ionavirus W14	Ionavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH910037	Isoldevirus isolde	Isoldevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MW460249	Ittyvirus itty13	Ittyvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH153804	Jacevirus jace	Jacevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_AY616446	Jarrellvirus BCAJ1	Jarrellvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MF668266	Jasminevirus adat	Jasminevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KU160650	Jasminevirus jasmine	Jasminevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_JX866719	Jedunavirus JD001	Jedunavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MF663761	Jedunavirus KpV52	Jedunavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KX237516	Jedunavirus KpV80	Jedunavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KT151955	Jenstvirus jenst	Jenstvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KC595514	Jimmervirus jimmer	Jimmervirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KT151956	Jimmervirus osiris	Jimmervirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_LR597643	Jouyvirus ev017	Jouyvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_LR597636	Jouyvirus ev207	Jouyvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_LR595850	Jouyvirus jv1H12	Jouyvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH727550	Juiceboxvirus juicebox	Juiceboxvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MT723935	Jujuvirus azula	Jujuvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MW291016	Jujuvirus blino	Jujuvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH536818	Jujuvirus frokostdame	Jujuvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN062704	Jujuvirus juju	Jujuvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH153808	Jujuvirus petra	Jujuvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MK501729	Jujuvirus walrus	Jujuvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KC171646	Junavirus J1	Junavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MF999224	Junavirus LJ	Junavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KC171647	Junavirus PL1	Junavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_AB757800	Kafunavirus KF1	Kafunavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MF580961	Kairosalinivirus M31CR412	Kairosalinivirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MF629150	Kairosalinivirus SRUTV1	Kairosalinivirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KX965989	Kamchatkavirus AP45	Kamchatkavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KU647626	Kelleziovirus kellezzio	Kelleziovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KU647627	Kelleziovirus kitkat	Kelleziovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH128984	Kelquatrovirus KL4	Kelquatrovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH884508	Kenyattavirus kv136	Kenyattavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_JF939047	Kilunavirus KL1	Kilunavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MF472895	Kimonavirus kimona	Kimonavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KM879463	Klausavirus ArV1	Klausavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MF185718	Klausavirus colucci	Klausavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN703411	Klausavirus dryang	Klausavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH744419	Klausavirus kburrousTX	Klausavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN234234	Klausavirus lymara	Klausavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KU160660	Klausavirus princesstrina	Klausavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_JX483876	Kleczkowskavirus RHEph4	Kleczkowskavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_AB720063	Klementvirus CP1	Klementvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MG596800	Knuthellervirus PMBT14	Knuthellervirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_AB910393	Kochitakasuvirus KPP25	Kochitakasuvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_LC102729	Kochitakasuvirus R18	Kochitakasuvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MG925343	Kojivirus golden	Kojivirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MG925345	Kojivirus koji	Kojivirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_FJ174691	Konstantinevirus konstantine	Konstantinevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KU160640	Korravirus bennie	Korravirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MK112529	Korravirus bigmack	Korravirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KU160643	Korravirus drrobert	Korravirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MT498050	Korravirus gisselle	Korravirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KU160645	Korravirus glenn	Korravirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MK279854	Korravirus greenhearts	Korravirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KX688103	Korravirus greenhouse	Korravirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KU160648	Korravirus hunterdalle	Korravirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MG210949	Korravirus huntingdon	Korravirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KU160652	Korravirus joann	Korravirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MW314848	Korravirus kittykat	Korravirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KU160653	Korravirus korra	Korravirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MK279863	Korravirus litotes	Korravirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MT498045	Korravirus mamapearl	Korravirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MF140424	Korravirus nubia	Korravirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KX688102	Korravirus oxynfrius	Korravirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KU160659	Korravirus preamble	Korravirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KU160661	Korravirus pumancara	Korravirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH450131	Korravirus sergei	Korravirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MG198779	Korravirus urla	Korravirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MK279892	Korravirus wawa	Korravirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KU160672	Korravirus wayne	Korravirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_JF937091	Kostyavirus bask21	Kostyavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_AY129331	Kostyavirus CJW1	Kostyavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_JN412590	Kostyavirus eureka	Kostyavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_EU816591	Kostyavirus kostya	Kostyavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_DQ398041	Kostyavirus kv244	Kostyavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_EU816588	Kostyavirus porky	Kostyavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_GQ303265	Kostyavirus pumpkin	Kostyavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_JF937106	Kostyavirus sirduracell	Kostyavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_JN006061	Kostyavirus toto	Kostyavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KF356198	Kozyakovvirus A4L	Kozyakovvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH271301	Krampusvirus krampus	Krampusvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH651168	Kroosvirus ashertheman	Kroosvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH976509	Kroosvirus bizzy	Kroosvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH976511	Kroosvirus gaea	Kroosvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MT723937	Kroosvirus jksyngboy	Kroosvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH976513	Kroosvirus kroos	Kroosvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH450129	Kroosvirus ribeye	Kroosvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MK967396	Kroosvirus tangerine	Kroosvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MT723941	Kroosvirus yorkonyx	Kroosvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_HE611333	Krylovvirus tf	Krylovvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MF580956	Kryptosalinivirus M8CC19	Kryptosalinivirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MF580959	Kryptosalinivirus M8CRM1	Kryptosalinivirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN484600	Kuleanavirus kuleana	Kuleanavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MK977703	Kumottavirus kumotta	Kumottavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH450123	Kumottavirus margaretkali	Kumottavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_LC168164	Kungbxnavirus pT24	Kungbxnavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MK804891	Kunmingvirus kv2D05	Kunmingvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MK804892	Kunmingvirus kv4D05	Kunmingvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN038177	Kylevirus kyle	Kylevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_AY131267	Lacnuvirus LcNu	Lacnuvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KY629563	Lacusarxvirus lacusarx	Lacusarxvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_HQ141410	Lafunavirus LF1	Lafunavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MG711461	Lagaffevirus lagaffe	Lagaffevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MK838112	Lahexavirus LAh6	Lahexavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MK838114	Lahexavirus LAh8	Lahexavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MK838115	Lahexavirus LAh9	Lahexavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MK813943	Lahexavirus lv44572	Lahexavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_EU078592	Escherichia virus DE3	Lambdavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_JQ182735	Lambdavirus HK629	Lambdavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_JQ086376	Lambdavirus HK630	Lambdavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_J02459	Lambdavirus lambda	Lambdavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH547045	Lambdavirus lvO276	Lambdavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN234190	Lambovirus gibbin	Lambovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN234220	Lambovirus lambo	Lambovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN234207	Lambovirus ranch	Lambovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN234232	Lambovirus sadboi	Lambovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN586003	Lambovirus yikes	Lambovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MK473373	Lanavirus lana	Lanavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_EU246945	Larmunavirus Lrm1	Larmunavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KU160654	Laroyevirus laroye	Laroyevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MF140418	Laroyevirus lisara	Laroyevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KU160664	Laroyevirus salgado	Laroyevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MF140434	Laroyevirus wheelbite	Laroyevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MT251347	Lastavirus lasta	Lastavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MF612073	Lastavirus sopranogao	Lastavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MK554696	Latrobevirus FNU1	Latrobevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_LT714109	Lederbergvirus BTP1	Lederbergvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_AF335538	Lederbergvirus HK620	Lederbergvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_BK000583	Lederbergvirus P22	Lederbergvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_DQ003260	Lederbergvirus SE1Spa	Lederbergvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_AF547987	Lederbergvirus Sf6	Lederbergvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_AY052766	Lederbergvirus ST64T	Lederbergvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_LN681535	Leicestervirus CD111	Leicestervirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_LN681536	Leicestervirus CD146	Leicestervirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_HM568888	Leicestervirus CD382	Leicestervirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH626557	Lentavirus PMBT5	Lentavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MH669000	Leonardvirus ali17	Leonardvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN586047	Leonardvirus emoore	Leonardvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN586026	Leonardvirus leonard	Leonardvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN586028	Leonardvirus melbins	Leonardvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_AY349011	Lessievirus bcep22	Lessievirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_FJ937737	Lessievirus bcepil02	Lessievirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_JX104231	Lessievirus bcepmigl	Lessievirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_JN662425	Lessievirus DC1	Lessievirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MK388689	Lietduovirus LIET2	Lietduovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KC821632	Lightbulbvirus Cba41	Lightbulbvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KC821609	Lightbulbvirus Cba172	Lightbulbvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MW314850	Lilbeanievirus lilbeanie	Lilbeanievirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN812208	Lillamyvirus hemulen	Lillamyvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN812212	Lillamyvirus lillamy	Lillamyvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN812219	Lillamyvirus morran	Lillamyvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN812229	Lillamyvirus sniff	Lillamyvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN812231	Lillamyvirus snork	Lillamyvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_MN812238	Lillamyvirus stinky	Lillamyvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KP296792	Lilyvirus lily	Lilyvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_HQ633071	Llyrvirus SSKS1	Llyrvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_KF811200	Lokivirus IMEAB3	Lokivirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
Reference_LN890663	Lokivirus loki	Lokivirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
