Species	Species	Genus	Subfamily	Family	Order	Class	Phylum	Kingdom	Realm	
MN689527	Ceduovirus CHPC967	Ceduovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MN689528	Ceduovirus CHPC972	Ceduovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MN689505	Ceduovirus CHPC1020	Ceduovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MN689508	Ceduovirus CHPC1170	Ceduovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MN689510	Ceduovirus CHPC1182	Ceduovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MN689511	Ceduovirus CHPC1183	Ceduovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MN689513	Ceduovirus CHPC1242	Ceduovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MF443126	Ceduovirus cv05802	Ceduovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MK301442	Ceduovirus cv20R03M	Ceduovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MF443121	Ceduovirus cv37203	Ceduovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MF443125	Ceduovirus cv50102	Ceduovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MF443124	Ceduovirus cv50504	Ceduovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MN689503	Ceduovirus cv5171F	Ceduovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MF443119	Ceduovirus cv62402	Ceduovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MF443120	Ceduovirus cv62403	Ceduovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MF443123	Ceduovirus cv62606	Ceduovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KX373685	Ceduovirus D4410	Ceduovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KX373686	Ceduovirus D4412	Ceduovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MN337887	Ceduovirus LacS15	Ceduovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KX373687	Ceduovirus M5938	Ceduovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MN689531	Ceduovirus PCB1	Ceduovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MN689533	Ceduovirus PCS1	Ceduovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
EU340421	Cequinquevirus c5	Cequinquevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KJ564038	Cequinquevirus Ld3	Cequinquevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KJ564037	Cequinquevirus Ld17	Cequinquevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KJ564036	Cequinquevirus Ld25A	Cequinquevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KF188410	Cequinquevirus Ldb	Cequinquevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
AY739900	Cequinquevirus LLKu	Cequinquevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
OL396571	Certevirus C23	Certevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KU873925	Chakrabartyvirus pf16	Chakrabartyvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
OM810292	Chaoshanvirus ZPAH34	Chaoshanvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
AY129333	Chenonavirus Che9c	Chenonavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KP027201	Chenonavirus sbash	Chenonavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KT339177	Chertseyvirus GE1	Chertseyvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
AP014927	Chiangmaivirus RSF1	Chiangmaivirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
AP014693	Chiangmaivirus RSL2	Chiangmaivirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MN586022	Chidieberevirus chidiebere	Chidieberevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MZ820089	Chidieberevirus chisanakitsune	Chidieberevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
DQ535032	Chopinvirus KSY1	Chopinvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MT740730	Cimandefvirus cimandef	Cimandefvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MT740736	Cimandefvirus eline	Cimandefvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MT740738	Cimandefvirus gamede	Cimandefvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MT740739	Cimandefvirus Ggerry	Cimandefvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MT740742	Cimandefvirus heva	Cimandefvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
GQ241246	Cimpunavirus CMP1	Cimpunavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KF669650	Cinunavirus CN1A	Cinunavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MT498058	Clawzvirus clawz	Clawzvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MT771343	Clownvirus clown	Clownvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH252365	Coatlandelriovirus RSP	Coatlandelriovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
OK499971	Cobrasixvirus cobrasix	Cobrasixvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JX486087	Coetzeevirus ATCC8014	Coetzeevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JN051154	Coetzeevirus cIP1	Coetzeevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
AY236756	Coetzeevirus JL1	Coetzeevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MK801723	Coeurvirus coeur	Coeurvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
EU719189	Colneyvirus CD27	Colneyvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
LN681539	Colneyvirus CD505	Colneyvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KX228399	Colneyvirus CDKM9	Colneyvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KX228400	Colneyvirus CDKM15	Colneyvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JX145341	Colneyvirus MMP02	Colneyvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KR905066	Colunavirus CL1	Colunavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KR905067	Colunavirus CL2	Colunavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KR905070	Colunavirus iLp1308	Colunavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH834606	Coralvirus coral	Coralvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH834616	Coralvirus kepler	Coralvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KF017002	Corndogvirus catdawg	Corndogvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
AY129335	Corndogvirus corndog	Corndogvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JN698993	Corndogvirus firecracker	Corndogvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH590592	Corndogvirus ryadel	Corndogvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MF428481	Coventryvirus SN8	Coventryvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
AP019560	Coventryvirus SP120	Coventryvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
AP019561	Coventryvirus SP197	Coventryvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
AP019562	Coventryvirus SP276	Coventryvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MK075003	Coventryvirus SP441	Coventryvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KX827369	Coventryvirus SpT152	Coventryvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MN028536	Coventryvirus WIS42	Coventryvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MW057856	Craquatrovirus PSTCR4	Craquatrovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MW057861	Craquatrovirus PSTCR7	Craquatrovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KR935217	Cronusvirus cronus	Cronusvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MG757156	Cukevirus cuke	Cukevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH590603	Daredevilvirus daredevil	Daredevilvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KT355471	Decurrovirus decurro	Decurrovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MG189906	Delepquintavirus DLP5	Delepquintavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
AF246223	Delislevirus P1	Delislevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KU998242	Demosthenesvirus demosthenes	Demosthenesvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KU963258	Demosthenesvirus katyusha	Demosthenesvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MN428053	Denisevirus denise	Denisevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MK514282	Derbicusvirus derbicus	Derbicusvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH717097	Deseoctovirus C1	Deseoctovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MK759854	Deseoctovirus DS8	Deseoctovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
AF165214	Detrevirus D3	Detrevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
HQ711985	Detrevirus PMG1	Detrevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MF176161	Deurplevirus deeppurple	Deurplevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MW314849	Dexdertvirus dexdert	Dexdertvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KR053200	Dexdertvirus GTE6	Dexdertvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MK433264	Dexdertvirus tiamoceli	Dexdertvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KM233151	Dhillonvirus EK99P1	Dhillonvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JN984867	Dhillonvirus EP23	Dhillonvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JQ086375	Dhillonvirus HK578	Dhillonvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JX865427	Dhillonvirus JL1	Dhillonvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
GQ502199	Dhillonvirus SO1	Dhillonvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
FJ750948	Dhillonvirus SSL2009a	Dhillonvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KM896878	Dhillonvirus YD2008s	Dhillonvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MK798143	Dibbivirus AAM37	Dibbivirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JN022534	Dibbivirus DIBBI	Dibbivirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MK798144	Dibbivirus PSKM	Dibbivirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MT740734	Dinavirus dina	Dinavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MG670586	Dismasvirus dismas	Dismasvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JN638751	Donellivirus gee	Donellivirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KX620750	Doucettevirus B22	Doucettevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KX620751	Doucettevirus doucette	Doucettevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KX620753	Doucettevirus E6	Doucettevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KX620754	Doucettevirus G4	Doucettevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MK937595	Dubuvirus dubu	Dubuvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
DQ123818	Dybvigvirus Av1	Dybvigvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KF861510	Eagleeyevirus eagleeye	Eagleeyevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH509447	Edenvirus eden	Edenvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH203384	Efquatrovirus AL2	Efquatrovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH203383	Efquatrovirus AL3	Efquatrovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KJ127304	Efquatrovirus AUEF3	Efquatrovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KR131750	Efquatrovirus EcZZ2	Efquatrovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KF728385	Efquatrovirus EF3	Efquatrovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KF733017	Efquatrovirus EF4	Efquatrovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JX193904	Efquatrovirus EfaCPT1	Efquatrovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KT932701	Efquatrovirus IME196	Efquatrovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH193369	Efquatrovirus LY0322	Efquatrovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MG708276	Efquatrovirus PMBT2	Efquatrovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KX284704	Efquatrovirus SANTOR1	Efquatrovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MF678788	Efquatrovirus SHEF2	Efquatrovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MF678789	Efquatrovirus SHEF4	Efquatrovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MF678790	Efquatrovirus SHEF5	Efquatrovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KF772233	Eiauvirus eiAU	Eiauvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
EU717894	Eisenstarkvirus L7	Eisenstarkvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MT497017	Elemovirus elemoA	Elemovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MT497068	Elemovirus elemoB	Elemovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MT497067	Elemovirus elemoC	Elemovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MT497091	Elemovirus elemoD	Elemovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MT497072	Elemovirus elemoE	Elemovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MT497071	Elemovirus elemoF	Elemovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MG839027	Elerivirus eleri	Elerivirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH884509	Elmenteitavirus ev125	Elmenteitavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
AJ697969	Elvirus EL	Elvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KU998239	Emalynvirus cozz	Emalynvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KU963260	Emalynvirus emalyn	Emalynvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
HQ403646	Emalynvirus GTE2	Emalynvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MG770215	Emalynvirus troje	Emalynvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KR052480	Emdodecavirus M7	Emdodecavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KF381361	Emdodecavirus M12	Emdodecavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KR052482	Emdodecavirus N3	Emdodecavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH271296	Emperorvirus emperor	Emperorvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MG812496	Emperorvirus sallyspecial	Emperorvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KY630187	Eneladusvirus BF	Eneladusvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
LT960551	Eneladusvirus Yen904	Eneladusvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MN812722	Enfavirus NF	Enfavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JF712866	Enhodamvirus VC8	Enhodamvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
AY505112	Enhodamvirus VP2	Enhodamvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
AY510084	Enhodamvirus VP5	Enhodamvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
LR881104	Eowynvirus eowyn	Eowynvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MG711462	Eponavirus epona	Eponavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MK660712	Ericdabvirus ericdab	Ericdabvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KX397364	Erskinevirus asesino	Erskinevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JX316028	Erskinevirus EaH2	Erskinevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
HQ634174	Eurybiavirus MED4213	Eurybiavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
GU071101	Eurybiavirus PHM1	Eurybiavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
GU075905	Eurybiavirus PHM2	Eurybiavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KX557277	Eyrevirus eyre	Eyrevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MK814757	Fairfaxidumvirus fairfaxidum	Fairfaxidumvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MN234161	Fairfaxidumvirus toast	Fairfaxidumvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MK801721	Fairfaxidumvirus william	Fairfaxidumvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH834612	Fajavirus faja	Fajavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KJ173786	Farahnazvirus ISF9	Farahnazvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
AY605066	Fattrevirus AT3	Fattrevirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH443100	Feofaniavirus Eho49	Feofaniavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH443101	Feofaniavirus Eho59	Feofaniavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MG727695	Fernvirus BN12	Fernvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KP296791	Fernvirus diva	Fernvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH454078	Fernvirus eltigre	Fernvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KT361649	Fernvirus fern	Fernvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KP202972	Fernvirus Hb10c2	Fernvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH454079	Fernvirus jacopo	Fernvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH431936	Fernvirus kawika	Fernvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MG727701	Fernvirus leyra	Fernvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MG727702	Fernvirus likha	Fernvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH431937	Fernvirus lucielle	Fernvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KF010834	Fernvirus P123	Fernvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MG727699	Fernvirus pagassa	Fernvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MG727698	Fernvirus PBL1c	Fernvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KP296793	Fernvirus rani	Fernvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KP296795	Fernvirus shelly	Fernvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KP296796	Fernvirus sitara	Fernvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MG727700	Fernvirus tadhana	Fernvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH431931	Fernvirus yyerffej	Fernvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
OL964756	Ferozepurvirus pAEv1810	Ferozepurvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MN032614	Ferozepurvirus PS1	Ferozepurvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
AY954954	Fibralongavirus fv2638A	Fibralongavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MK450538	Fibralongavirus QT1	Fibralongavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KM873719	Ficleduovirus FCL2	Ficleduovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KY979235	Ficleduovirus FCV1	Ficleduovirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MG962366	Finchvirus finch	Finchvirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KU599877	Fipvunavirus Fpv1	Fipvunavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KT876724	Fipvunavirus Fpv4	Fipvunavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MT740737	Firingavirus firinga	Firingavirus	NA	NA	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
