Species	Species	Genus	Subfamily	Family	Order	Class	Phylum	Kingdom	Realm	
MK278861	Webervirus KpKT21phi1	Webervirus	NA	Drexlerviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MN395286	Webervirus KpNIH2	Webervirus	NA	Drexlerviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KX237515	Webervirus KpV522	Webervirus	NA	Drexlerviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MF612072	Webervirus mezzogao	Webervirus	NA	Drexlerviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MF415412	Webervirus N141	Webervirus	NA	Drexlerviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH445453	Webervirus NJS1	Webervirus	NA	Drexlerviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KR269719	Webervirus PKP126	Webervirus	NA	Drexlerviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MN013080	Webervirus segescirculi	Webervirus	NA	Drexlerviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MK931445	Webervirus shelby	Webervirus	NA	Drexlerviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MK931442	Webervirus sin4	Webervirus	NA	Drexlerviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MK931444	Webervirus skenny	Webervirus	NA	Drexlerviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KT001920	Webervirus sushi	Webervirus	NA	Drexlerviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MK931443	Webervirus sweeny	Webervirus	NA	Drexlerviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH633484	Webervirus TAH8	Webervirus	NA	Drexlerviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH688453	Webervirus TSK1	Webervirus	NA	Drexlerviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MK170446	Webervirus wv13	Webervirus	NA	Drexlerviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KP658157	Webervirus wv1513	Webervirus	NA	Drexlerviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MT732435	Ingelinevirus ingeline	Ingelinevirus	NA	Duneviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MN812211	Labanvirus laban	Labanvirus	NA	Duneviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KU599889	Unahavirus uv1H	Unahavirus	NA	Duneviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KU599888	Unahavirus uv23T	Unahavirus	NA	Duneviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KU599887	Unahavirus uv2A	Unahavirus	NA	Duneviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KC959568	Unahavirus uv6H	Unahavirus	NA	Duneviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MT711370	Deepoceanvirus guaymasense	Deepoceanvirus	NA	Fervensviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MT732458	Freyavirus danklef	Freyavirus	NA	Forsetiviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MT732463	Freyavirus freya	Freyavirus	NA	Forsetiviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
DQ163914	Jamesmcgillvirus jv119X	Jamesmcgillvirus	NA	Fredfastierviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KU884563	Jamesmcgillvirus PaMx41	Jamesmcgillvirus	NA	Fredfastierviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MW343794	Crifsvirus A24	Crifsvirus	NA	Grimontviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JN882286	Crifsvirus GAP52	Crifsvirus	NA	Grimontviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MG603697	Dalianvirus R1	Dalianvirus	NA	Grimontviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
OL799327	Libingvirus BUCT695	Libingvirus	NA	Grimontviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
HM997019	Moazamivirus 711	Moazamivirus	NA	Grimontviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MG873442	Moazamivirus SE131	Moazamivirus	NA	Grimontviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MT740244	Privateervirus 3H1020	Privateervirus	NA	Grimontviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MT664722	Privateervirus P59	Privateervirus	NA	Grimontviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MT028297	Privateervirus privateer	Privateervirus	NA	Grimontviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
LC519601	Privateervirus pv009	Privateervirus	NA	Grimontviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
HM640230	Capvunavirus CpV1	Capvunavirus	Denniswatsonvirinae	Guelinviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH999279	Gregsiragusavirus CPD2	Gregsiragusavirus	Denniswatsonvirinae	Guelinviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KY996523	Gregsiragusavirus CPS1	Gregsiragusavirus	Denniswatsonvirinae	Guelinviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JN800508	Gregsiragusavirus phi24R	Gregsiragusavirus	Denniswatsonvirinae	Guelinviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JQ729990	Brucesealvirus CP7R	Brucesealvirus	NA	Guelinviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH248069	Brucesealvirus CPS2	Brucesealvirus	NA	Guelinviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JQ729991	Brucesealvirus CPV4	Brucesealvirus	NA	Guelinviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JQ729992	Brucesealvirus ZP2	Brucesealvirus	NA	Guelinviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
OM638104	Hzauvirus LPCPA6	Hzauvirus	NA	Guelinviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH393889	Susfortunavirus susfortuna	Susfortunavirus	NA	Guelinviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MT732473	Leefvirus Leef	Leefvirus	NA	Helgolandviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JX238501	Agatevirus agate	Agatevirus	Bastillevirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KM051843	Agatevirus bobb	Agatevirus	Bastillevirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KJ010547	Agatevirus Bp8pC	Agatevirus	Bastillevirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KJ010548	Agatevirus Bp8pC	Agatevirus	Bastillevirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JF966203	Bastillevirus bastille	Bastillevirus	Bastillevirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KJ489397	Bastillevirus CAM003	Bastillevirus	Bastillevirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KJ489398	Bastillevirus evoli	Bastillevirus	Bastillevirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KJ489400	Bastillevirus hoodyT	Bastillevirus	Bastillevirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KT307976	Bequatrovirus avesobmore	Bequatrovirus	Bastillevirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JN790865	Bequatrovirus B4	Bequatrovirus	Bastillevirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JN797796	Bequatrovirus B4	Bequatrovirus	Bastillevirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KF669647	Bequatrovirus bigbertha	Bequatrovirus	Bastillevirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KJ489402	Bequatrovirus riley	Bequatrovirus	Bastillevirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KF669662	Bequatrovirus spock	Bequatrovirus	Bastillevirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KF208639	Bequatrovirus troll	Bequatrovirus	Bastillevirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JX094431	Caeruleovirus Bc431	Caeruleovirus	Bastillevirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KJ451625	Caeruleovirus Bcp1	Caeruleovirus	Bastillevirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KJ081346	Caeruleovirus BCP82	Caeruleovirus	Bastillevirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KT995480	Caeruleovirus BM15	Caeruleovirus	Bastillevirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KU577463	Caeruleovirus deepblue	Caeruleovirus	Bastillevirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KJ676859	Caeruleovirus JBP901	Caeruleovirus	Bastillevirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KU253712	Eldridgevirus eldridge	Eldridgevirus	Bastillevirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MN043729	Goettingenvirus goe8	Goettingenvirus	Bastillevirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KY368640	Grisebachstrassevirus goe3	Grisebachstrassevirus	Bastillevirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH606185	Jeonjuvirus BSP38	Jeonjuvirus	Bastillevirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KM236245	Matervirus mater	Matervirus	Bastillevirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KM236246	Moonbeamvirus moonbeam	Moonbeamvirus	Bastillevirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KF669652	Nitunavirus grass	Nitunavirus	Bastillevirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
AP013029	Nitunavirus NIT1	Nitunavirus	Bastillevirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
AB930182	Nitunavirus SPG24	Nitunavirus	Bastillevirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KU640380	Shalavirus Shbh1	Shalavirus	Bastillevirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KC699836	Siophivirus SIOphi	Siophivirus	Bastillevirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JN797797	Tsarbombavirus BCP78	Tsarbombavirus	Bastillevirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JN797798	Tsarbombavirus BCP78	Tsarbombavirus	Bastillevirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KT224359	Tsarbombavirus tsarbomba	Tsarbombavirus	Bastillevirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JN654439	Wphvirus BPS13	Wphvirus	Bastillevirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KC430106	Wphvirus BPS10C	Wphvirus	Bastillevirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KJ489399	Wphvirus hakuna	Wphvirus	Bastillevirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KJ489401	Wphvirus megatron	Wphvirus	Bastillevirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KT207918	Wphvirus megatron	Wphvirus	Bastillevirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
HM144387	Wphvirus WPh	Wphvirus	Bastillevirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KJ801817	Kochikohdavirus ECP3	Kochikohdavirus	Brockvirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
AP009390	Kochikohdavirus EF24C	Kochikohdavirus	Brockvirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
AB609718	Kochikohdavirus EF24C	Kochikohdavirus	Brockvirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KR049063	Kochikohdavirus EFLK1	Kochikohdavirus	Brockvirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KP339049	Schiekvirus EFDG1	Schiekvirus	Brockvirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KY549443	Schiekvirus EFP01	Schiekvirus	Brockvirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH880817	Schiekvirus EfV12	Schiekvirus	Brockvirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
DQ003638	Pecentumvirus A511	Pecentumvirus	Jasinkavirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JQ797329	Pecentumvirus AG20	Pecentumvirus	Jasinkavirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KJ535721	Pecentumvirus list36	Pecentumvirus	Jasinkavirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KJ535722	Pecentumvirus LMSP25	Pecentumvirus	Jasinkavirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KJ591605	Pecentumvirus LMSP25	Pecentumvirus	Jasinkavirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KJ586795	Pecentumvirus LMSP25	Pecentumvirus	Jasinkavirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KJ586794	Pecentumvirus LMTA34	Pecentumvirus	Jasinkavirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KJ591604	Pecentumvirus LMTA148	Pecentumvirus	Jasinkavirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KJ094033	Pecentumvirus LP048	Pecentumvirus	Jasinkavirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KJ094029	Pecentumvirus LP064	Pecentumvirus	Jasinkavirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KJ094031	Pecentumvirus LP064	Pecentumvirus	Jasinkavirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KJ094030	Pecentumvirus LP0832	Pecentumvirus	Jasinkavirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JX126918	Pecentumvirus LP0832	Pecentumvirus	Jasinkavirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
DQ004855	Pecentumvirus P100	Pecentumvirus	Jasinkavirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KM373208	Pecentumvirus WIL1	Pecentumvirus	Jasinkavirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KF669649	Okubovirus camphawk	Okubovirus	Spounavirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
FJ230960	Okubovirus SPO1	Okubovirus	Spounavirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KF554508	Siminovitchvirus CP51	Siminovitchvirus	Spounavirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KC595512	Siminovitchvirus JL	Siminovitchvirus	Spounavirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KC595513	Siminovitchvirus shanette	Siminovitchvirus	Spounavirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH078572	Baoshanvirus BS1	Baoshanvirus	Twortvirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH028956	Baoshanvirus BS2	Baoshanvirus	Twortvirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
AY954969	Kayvirus G1	Kayvirus	Twortvirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JX080302	Kayvirus G1	Kayvirus	Twortvirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JX080301	Kayvirus G1	Kayvirus	Twortvirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
EU418428	Kayvirus G1	Kayvirus	Twortvirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JX080303	Kayvirus G1	Kayvirus	Twortvirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KP687431	Kayvirus G1	Kayvirus	Twortvirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KR902361	Kayvirus G1	Kayvirus	Twortvirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KR908644	Kayvirus G1	Kayvirus	Twortvirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KP687432	Kayvirus G1	Kayvirus	Twortvirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
FR852584	Kayvirus G1	Kayvirus	Twortvirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JX080304	Kayvirus G1	Kayvirus	Twortvirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JX080305	Kayvirus G1	Kayvirus	Twortvirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JX875065	Kayvirus G1	Kayvirus	Twortvirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JX080300	Kayvirus G1	Kayvirus	Twortvirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KC012913	Kayvirus G1	Kayvirus	Twortvirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JQ686190	Kayvirus G15	Kayvirus	Twortvirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JX878671	Kayvirus JD7	Kayvirus	Twortvirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KF766114	Kayvirus kay	Kayvirus	Twortvirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KJ888149	Kayvirus MCE2014	Kayvirus	Twortvirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KM216423	Kayvirus P108	Kayvirus	Twortvirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KP027446	Kayvirus rodi	Kayvirus	Twortvirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
AB853330	Kayvirus S253	Kayvirus	Twortvirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
AB853331	Kayvirus S254	Kayvirus	Twortvirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
AB903967	Kayvirus SA12	Kayvirus	Twortvirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
HQ163896	Kayvirus Sb1	Kayvirus	Twortvirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KX171212	Sciuriunavirus SscM1	Sciuriunavirus	Twortvirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KP027447	Sepunavirus IPLAC1C	Sepunavirus	Twortvirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KF021268	Sepunavirus SEP1	Sepunavirus	Twortvirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JX846612	Silviavirus remus	Silviavirus	Twortvirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JX846613	Silviavirus remus	Silviavirus	Twortvirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
JX194239	Silviavirus SA11	Silviavirus	Twortvirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KP881332	Silviavirus stau2	Silviavirus	Twortvirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
AY954970	Twortvirus twort	Twortvirus	Twortvirinae	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MF787246	Elpedvirus LpeD	Elpedvirus	NA	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MG765277	Harbinvirus bacchae	Harbinvirus	NA	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH809531	Harbinvirus bromius	Harbinvirus	NA	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MH809529	Harbinvirus iacchus	Harbinvirus	NA	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MG557979	Harbinvirus Lpa804	Harbinvirus	NA	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MG765279	Harbinvirus semele	Harbinvirus	NA	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KP054477	Hopescreekvirus LfeInf	Hopescreekvirus	NA	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
HM242243	Klumppvirus A9	Klumppvirus	NA	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
FJ822135	Mooreparkvirus Lb3381	Mooreparkvirus	NA	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
AY682195	Salchichonvirus LP65	Salchichonvirus	NA	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MK504446	Tybeckvirus SAC12B	Tybeckvirus	NA	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MK504443	Tybeckvirus tv521B	Tybeckvirus	NA	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MK504444	Watanabevirus wv3521	Watanabevirus	NA	Herelleviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MN988521	Cuauhnahuacvirus TM30	Cuauhnahuacvirus	NA	Kleczkowskaviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MN988525	Cuauhnahuacvirus Y65	Cuauhnahuacvirus	NA	Kleczkowskaviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KF156340	Acionnavirus monteraybay	Acionnavirus	NA	Kyanoviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
GU071096	Ahtivirus sagseatwo	Ahtivirus	NA	Kyanoviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KU686207	Alisovirus socal22	Alisovirus	NA	Kyanoviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
HQ634177	Anaposvirus socalone	Anaposvirus	NA	Kyanoviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KJ019052	Atlauavirus acg2014f	Atlauavirus	NA	Kyanoviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KJ019091	Atlauavirus caeruleum	Atlauavirus	NA	Kyanoviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KJ019058	Atlauavirus tusconc8	Atlauavirus	NA	Kyanoviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
MF351863	Bellamyvirus bellamy	Bellamyvirus	NA	Kyanoviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KU594606	Bristolvirus rhodeisland	Bristolvirus	NA	Kyanoviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KX349310	Brizovirus rhodeisland01	Brizovirus	NA	Kyanoviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
KX349313	Brizovirus rhodeisland06	Brizovirus	NA	Kyanoviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
GU071108	Brizovirus syn33	Brizovirus	NA	Kyanoviridae	NA	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	
